Nome: JOAO PESSOA
Codigo Estacao: A320
Latitude: -7.165409
Longitude: -34.815627
Altitude: 33.5
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2013-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2010-03-29;2,8;1006,5125;23,991667;32;27,820833;25;80,541667;60;8,7;1,6375;
2010-03-30;2,8;1006,6;23,795833;32,1;28,3375;25,1;77,083333;59;7,3;2,020833;
2010-03-31;,4;1005,529167;23,391667;32,4;28,8625;26,5;72,916667;56;7,3;2,025;
2010-04-01;,2;1004,604167;23,804167;32,2;28,416667;25,6;76,666667;60;8,3;1,833333;
2010-04-02;,2;1004,766667;23,65;33;29,166667;27,1;72,666667;54;8,4;1,983333;
2010-04-03;0;1005,7375;23,570833;32,5;29,075;27,5;72,583333;58;9,1;2,425;
2010-04-04;3,6;1006,5125;23,2875;32,1;28,179167;25;75,916667;53;9,8;2,425;
2010-04-05;0;1006,025;23,541667;32,1;28,345833;26,3;75,833333;60;9,5;1,9625;
2010-04-06;11,2;1004,616667;24,145833;31,7;27,420833;25;82,916667;63;9,3;1,804167;
2010-04-07;9,6;1003,85;23,975;31,5;27,854167;24,8;80,458333;60;6,8;1,358333;
2010-04-08;0;1004,7;24,2625;32;28,3875;25,5;78,916667;62;8,5;1,504167;
2010-04-09;28,2;1006,808333;23,695833;28,7;26,025;24,3;87,25;77;7,3;1,7875;
2010-04-10;32,6;1007,4125;23,404167;27,5;25,454167;23,7;88,583333;77;5,9;1,270833;
2010-04-11;2;1005,8625;23,083333;30,8;26,858333;23,5;80,5;62;7,6;1,754167;
2010-04-12;0;1005,416667;23,304167;31,7;27,6625;24,4;78,083333;57;9;2,4125;
2010-04-13;0;1006,616667;23,133333;31,8;28,441667;24,9;73,541667;57;9,1;2,1;
2010-04-14;2,2;1006,958333;23,416667;31,4;27,6375;24,3;78,5;62;8,1;2,1875;
2010-04-15;1,8;1006,475;23,441667;31,3;27,745833;24,2;78,333333;60;8;1,845833;
2010-04-16;6,4;1005,895833;23,3125;32,1;28,370833;24,5;74,833333;54;7,8;2,045833;
2010-04-17;6,2;1007,108333;24,129167;30,3;26,208333;25,1;88,541667;73;12,9;1,779167;
2010-04-18;23,2;1008,4375;23,579167;28,6;25,175;23,9;91,166667;79;8,9;1,5875;
2010-04-19;24,4;1008,004167;23,345833;30,6;26,908333;23,7;81,583333;63;11,9;3,025;
2010-04-20;1,8;1006,933333;22,720833;31;27,2875;24,1;76,791667;57;9,9;2,975;
2010-04-21;0;1007,129167;22,333333;30,3;26,808333;23,9;76,75;63;8,5;2,704167;
2010-04-22;0;1007,3375;23,175;31,4;27,479167;24,3;77,875;61;10,7;2,870833;
2010-04-23;1,4;1007,604167;23,629167;31,5;27,995833;24,6;77,791667;64;9,5;2,1125;
2010-04-24;,4;1007,7;23;31,7;28,716667;26,1;71,708333;59;11,1;2,920833;
2010-04-25;3,6;1006,879167;22,779167;30,8;28,179167;24,9;72,875;61;11,9;2,966667;
2010-04-26;,6;1006,8875;22,975;31,2;27,15;23,4;78,458333;60;9,4;2,304167;
2010-04-27;4,2;1008,004167;23,191667;31,1;27,041667;23,6;80,25;61;9;2,2625;
2010-04-28;2,8;1007,504167;23,1;30,7;27,229167;23,8;78,833333;63;8,7;2,1125;
2010-04-29;,8;1007,479167;22,729167;31,2;27,575;24,1;75,625;56;9,4;2,5125;
2010-04-30;0;1006,8375;22,566667;31,4;27,291667;24;76,25;60;11,3;2,791667;
2010-05-01;0;1007,254167;22,758333;31,5;27,833333;24;74,583333;58;9,4;2,504167;
2010-05-02;0;1007,745833;23,295833;31,9;27,866667;24,3;76,958333;59;6,9;1,9375;
2010-05-03;18,8;1008,25;23,620833;30,6;26,683333;24;83,625;67;8,9;1,725;
2010-05-04;11,8;1006,541667;23,333333;30,7;27,1;23,5;80,458333;66;9,3;1,9875;
2010-05-05;12,4;1006,204167;23,345833;30,3;26,504167;24;83,416667;66;7,9;1,741667;
2010-05-06;3;1007,55;22,625;30,6;27,033333;23,2;77,75;61;9;2,329167;
2010-05-07;,2;1007,808333;21,941667;31,2;27,233333;23,4;73,666667;55;12,9;3,195833;
2010-05-08;0;1007,225;22;30,6;26,8125;23,6;75,541667;58;12,3;2,716667;
2010-05-09;1,6;1007,05;21,941667;30,7;26,716667;23,1;76,458333;54;9,4;2,325;
2010-05-10;0;1006,05;22,3;31,2;26,7875;22,9;77,375;56;7,9;2,066667;
2010-05-11;0;1006,191667;22,545833;32;27,55;23,9;75,208333;55;11;2,641667;
2010-05-12;0;1006,333333;23,8125;30,8;26,754167;24,7;84,208333;66;9,2;1,695833;
2010-05-13;7,6;1007,5875;23,7375;30,8;27,433333;24,5;81,083333;64;8,1;1,5625;
2010-05-14;0;1008,625;22,6625;31,2;27,341667;23,6;76,416667;59;7,1;1,633333;
2010-05-15;0;1008,054167;22,154167;30,9;27,179167;24;74,916667;56;10,3;2,766667;
2010-05-16;0;1007,408333;22,270833;30,9;26,7875;23,2;77,25;62;9,7;2,1125;
2010-05-17;,6;1007,2;22,395833;30,7;26,508333;22,8;78,583333;65;9,6;2,004167;
2010-05-18;1,2;1007,3875;22,3125;30,6;27,045833;24,6;76,166667;56;9,4;2,516667;
2010-05-19;,2;1007,375;21,229167;30,8;27,466667;22,9;69,25;54;9,9;2,9875;
2010-05-20;0;1007,0875;21,9625;30,7;26,5;22,4;77,166667;56;9,2;2,270833;
2010-05-21;0;1007,108333;21,870833;30,7;26,895833;23;75,083333;55;6,8;1,6375;
2010-05-22;0;1006,183333;22,516667;31,3;27,145833;22,8;76,666667;57;7,1;1,441667;
2010-05-23;0;1005,9875;22,891667;31,2;28,133333;25,2;73,75;58;7,7;1,658333;
2010-05-24;1,2;1006,179167;22,329167;30,6;27,329167;24,4;75,125;55;9;2,383333;
2010-05-25;7,4;1007,3125;22,883333;28,7;25,779167;23,9;84,375;69;9,6;2,270833;
2010-05-26;2;1007,191667;22,35;30,6;26,8375;23,5;77,166667;58;8,4;2,35;
2010-05-27;0;1007,525;22,25;30,9;26,783333;23,5;77,125;60;10,1;2,570833;
2010-05-28;0;1007,754167;22,458333;31,3;27,104167;23,5;76,5;55;8,7;2,358333;
2010-05-29;0;1008,216667;22,716667;31,3;27,1375;23,9;77,333333;60;10;2,779167;
2010-05-30;1;1009,2625;22,6;31;27,145833;23,7;76,875;60;10,8;2,9125;
2010-05-31;16,2;1010,1375;22,645833;27,2;24,904167;23,3;87,458333;73;6,2;1,341667;
2010-06-01;7,8;1010,108333;23,183333;30,3;26,708333;23,4;81,833333;63;6;1,129167;
2010-06-02;1;1009,404167;23,05;30,8;26,983333;23,8;79,916667;61;8,4;2,1625;
2010-06-03;2,4;1010,0625;23,2125;30,7;27,020833;24;80,333333;62;8,6;2,295833;
2010-06-04;52,6;1010,0875;23,408333;28,7;25,191667;23,7;89,958333;75;6,4;1,2375;
2010-06-05;9,6;1010,308333;22,6625;30,9;25,720833;22,6;83,916667;60;8,2;1,620833;
2010-06-06;0;1009,970833;22,925;30,2;26,508333;23,3;81,333333;65;7,1;1,733333;
2010-06-07;0;1010,65;21,6375;30,7;26,929167;22,9;73,75;49;9,7;2,45;
2010-06-08;1,4;1011,170833;21,375;30;25,770833;22,1;77,708333;60;9,6;2,695833;
2010-06-09;0;1010,716667;20,9875;30,7;25,920833;21,3;75,458333;54;9,3;2,483333;
2010-06-10;6,6;1009,683333;22,2;29,8;25,65;22,7;81,833333;59;8,7;2,479167;
2010-06-11;,2;1010,116667;22,095833;30,4;25,883333;22,8;80,25;60;10,4;2,133333;
2010-06-12;1,8;1010,145833;21,6375;30,1;25,925;22,4;78,041667;60;10,9;2,679167;
2010-06-13;0;1010,170833;21,708333;28,7;24,829167;23;83,166667;67;11,6;3,358333;
2010-06-14;37;1010,595833;21,433333;25,2;22,7875;21,5;92,166667;82;10,5;3,445833;
2010-06-15;21,2;1012,3;21,1;22,6;22,4;22,3;93;92;6,6;2,5;
2010-06-16;null;1009,408333;23,108333;29,1;26,058333;null;83,833333;70;8,4;3,133333;
2010-06-17;32,6;1008,091667;22,9625;26,9;24,333333;23,1;92,041667;82;11,4;2,245833;
2010-06-18;53,6;1007,826087;22,795652;30,1;27,16087;23;77,434783;62;6,7;1,826087;
2010-06-19;,4;1008,25;21,85;30;28,783333;24,8;66,166667;60;9,5;2,733333;
2010-06-20;0;1007,36;21,6;29,8;29,28;28;63,2;56;9,7;3,82;
2010-06-21;0;1008,566667;21,5;30;29,233333;27,4;63,333333;59;6,2;2,3;
2010-06-22;0;1008,616667;21,866667;30,5;28,55;28,3;68,333333;57;5,8;2,35;
2010-06-23;0;1010,54;21,28;29,7;28,86;26,1;63,8;55;10,5;3,44;
2010-06-24;,4;1012,1;18,914286;29,8;28,342857;23,2;57;51;12,2;4,885714;
2010-06-25;0;1011,7;20,85;29,7;28,016667;24,9;65,5;58;14,3;4,2;
2010-06-26;0;1009,85;21;29,9;28,25;24,9;65,333333;58;12,6;4,666667;
2010-06-27;0;1008,683333;21,083333;30;28,416667;24,4;65,333333;56;7,9;2,566667;
2010-06-28;0;1009,9;22,4;27,1;26,9;25,6;77;75;10,5;4,4;
2010-06-29;null;1008,7;20,3;29,4;29;null;59;55;13;5,2;
2010-06-30;0;1010,9;20,9;28,9;28,9;27,7;62;61;null;4,5;
2010-07-01;0;null;null;null;null;27,6;null;null;null;null;
2010-07-02;null;1010;20,9;27,8;27,45;null;67,5;65;11,4;3,4;
2010-07-03;0;1009,2;19,7;28,9;28,4;25,9;59;59;11,9;5,2;
2010-07-04;0;1009,46;19,54;29,3;28,18;25;59,6;51;12,2;5,3;
2010-07-05;0;1009,027273;20,645455;29,2;26,836364;26,6;69,272727;59;11,6;3,9;
2010-07-06;,2;1009,311765;20,335294;29,1;25,958824;22,2;72,117647;56;12,2;3,817647;
2010-07-07;0;1009,288889;21,533333;28,4;25,177778;23,4;80,777778;66;9,5;2,977778;
2010-07-08;8,2;1009,875;21,8;28,2;26,6375;22,9;74,75;66;8,4;3,2;
2010-07-09;0;null;null;null;null;25;null;null;null;null;
2010-07-10;0;1009,414286;21,442857;29,1;27,828571;26,4;68,428571;63;8,3;3,171429;
2010-07-11;0;1008,325;22;29,1;27,55;23;71,875;63;9,1;3,3375;
2010-07-12;0;1008,355556;22,333333;29,6;27,166667;23,4;75,444444;62;8,9;1,955556;
2010-07-13;,8;1008,785714;23,2;29,2;27,914286;24,7;75,857143;67;9,9;2,771429;
2010-07-14;,4;1009,375;21,1375;29,8;28,4125;26,7;64,625;59;7,8;2,9625;
2010-07-15;0;1010,2;21,4;29,4;27,9;27,5;68;60;7,8;3,075;
2010-07-16;0;null;null;null;null;26,6;null;null;null;null;
2010-07-17;null;null;null;null;null;null;null;null;null;null;
2010-07-18;0;1010,84;20,42;28,7;27,06;23,3;67,4;57;12,2;5,24;
2010-07-19;0;1011,2875;19,7625;28,8;27,1875;26,8;64,25;57;11,3;4,1625;
2010-07-20;0;1011,75;19,1625;28,8;27,6;23,9;60,375;52;11,1;4,4125;
2010-07-21;,4;1011,5;20,8;28,7;27,52;23,8;66,8;63;11,2;4,34;
2010-07-22;0;null;null;null;null;26,6;null;null;null;null;
2010-07-23;,2;1012,22;21,34;27,7;26,44;25,8;73,6;68;12,1;4,54;
2010-07-24;0;1012,1;19,933333;27,9;26,7;25;66,666667;57;12;4,766667;
2010-07-25;0;1011;22;26,2;26,2;24,5;78;78;11,5;5,9;
2010-07-26;0;1011,2;19,95;27,2;26,5;24,7;67;64;9,7;4,15;
2010-07-27;0;1010,166667;20,4;28,5;27,8;26;64,333333;61;11,1;4,833333;
2010-07-28;0;1011,916667;19,616667;28,8;27,433333;25,7;62,5;57;11,9;4,9;
2010-07-29;,2;1011,066667;19,666667;27,9;27,333333;26,1;63;59;12,1;4,633333;
2010-07-30;0;1009,1;18,857143;28,9;27,871429;25,4;57,857143;51;11;4,2;
2010-07-31;0;1008;21,3;25,5;25,4;27,2;78;77;11,5;4,7;
2010-08-01;0;1008,45;20;28,1;27,225;24,5;64,75;57;11,3;4,7;
2010-08-02;0;1010,24;21,22;26;25,1;22,4;79,4;71;10,2;4,14;
2010-08-03;,4;1011,033333;20,166667;27,9;26,866667;23,4;67;59;9,4;3,9;
2010-08-04;0;1010,52;20,56;28,6;27,7;23,8;65,4;54;13,6;4,58;
2010-08-05;0;1010,666667;20,633333;26,8;25,033333;24,2;77;64;12,8;5,133333;
2010-08-06;,4;1010,833333;20,366667;27,4;23,7;20,8;82,333333;59;7,5;2,8;
2010-08-07;3;1012,714286;20,685714;28,2;25,842857;21,9;74,285714;60;8,2;1,871429;
2010-08-08;3,6;1012,957143;19,485714;29;27,014286;21,7;63,857143;52;10,4;4,142857;
2010-08-09;,2;1012,5;21,633333;25,1;23,933333;22,6;87;78;9,2;3,966667;
2010-08-10;,8;1012,5375;18,0875;28,7;27,625;22,9;56,5;44;11,9;4,4;
2010-08-11;0;1013,95;20,75;27,4;26,6;26,3;70,5;65;11,8;4,2;
2010-08-12;,2;1014,3;19,85;26,3;24,05;23,2;78,5;62;9,6;4,45;
2010-08-13;0;1011,85;19,45;28,2;27,275;23,5;62,25;57;12,6;4,95;
2010-08-14;0;1010,45;18,516667;28,6;27,65;25,6;57,666667;51;9,7;3,9;
2010-08-15;0;1010,4125;19,1375;29;27,2625;24,3;61,625;52;10,8;4,35;
2010-08-16;0;1011,557143;19,642857;29,2;27,514286;23,6;62,428571;52;9,4;4,2;
2010-08-17;0;1012,414286;19,7;28,5;27,085714;26,9;64,285714;58;11,8;4,942857;
2010-08-18;4,6;1011,98;19,68;27,2;25,92;22,7;69;59;16,1;6,16;
2010-08-19;0;1010,316667;18,283333;28,1;26,816667;24;59,666667;52;13,6;5,7;
2010-08-20;0;1011,216667;18,933333;28,1;26,866667;22,3;62,166667;54;11,6;4,883333;
2010-08-21;0;1011,316667;21,866667;28,1;26;26,3;78,166667;67;11,6;4,433333;
2010-08-22;1,8;1011,45;21,1;26,2;25,75;23,6;75,5;73;10,2;5;
2010-08-23;,2;1009,85;19,35;27,6;26,85;24;63,5;60;10,7;4,75;
2010-08-24;0;1011,466667;20,233333;28,1;27,266667;26,4;65,333333;64;12,5;4,8;
2010-08-25;0;1010,98;20,74;27,6;26,44;22,6;71,2;64;10,3;3,56;
2010-08-26;,2;1011,1;20,675;28,4;27,35;23;67;59;11,1;3,825;
2010-08-27;0;1009,975;20,475;28,1;27,45;26,8;65,5;62;10,8;4,575;
2010-08-28;0;1009,225;19,75;28,2;27,5;24,4;62,75;58;10,3;4,675;
2010-08-29;0;1009,82;21,5;27,8;26,54;26,5;74;62;11,1;4,24;
2010-08-30;,6;1010,725;18,5125;28,5;27,1;23;60;48;11,8;4,6;
2010-08-31;0;1010,62;20,14;28,4;26,94;26,3;66,8;54;11,2;4,24;
2010-09-01;,2;1010,885714;19,414286;28,5;27,242857;23,6;62,285714;56;12;5,085714;
2010-09-02;0;1011,685714;18,657143;27,9;26,457143;24,2;62,428571;54;13,2;5,871429;
2010-09-03;0;1011,271429;18,385714;28,8;27,285714;24;58,285714;51;12,3;5;
2010-09-04;0;1011,366667;21,333333;26,1;24,733333;26,4;81,666667;71;11,5;4,633333;
2010-09-05;1,6;1012,14;17,76;28,2;26,9;22,5;58;44;10,7;4,14;
2010-09-06;0;1012,91;17,73;31,8;26,03;22,8;60,6;39;10,9;3,65;
2010-09-07;2,6;1011,429167;19,541667;28,2;24,3875;20,5;75,416667;58;11;2,795833;
2010-09-08;1,2;1010,458333;20,670833;28,1;24,0125;20,7;82,125;62;10;2,066667;
2010-09-09;9,4;1011,270833;21,454167;24,7;23,625;21,6;87,75;80;9,8;3,004167;
2010-09-10;4,8;1011,395833;19,7125;27,9;24,65;21,7;74,833333;53;13,9;3,525;
2010-09-11;16,4;1010,4125;20,091667;27,9;23,929167;21,3;80,041667;61;14,2;3,470833;
2010-09-12;2,2;1009,725;19,829167;28,2;25,2625;21,8;72,458333;58;12,1;3,625;
2010-09-13;0;1009,854167;19,558333;28,5;25,720833;24;68,875;60;12,4;3,658333;
2010-09-14;0;1010,4375;20,041667;28,8;25,283333;24,3;73,291667;55;11,5;3,316667;
2010-09-15;4,2;1010,075;19,508333;28;25,370833;22,7;70,208333;61;12,1;3,8125;
2010-09-16;0;1008,7875;19,5375;28,7;24,908333;20,6;72,916667;50;10,4;2,995833;
2010-09-17;,8;1009,179167;20,266667;28,5;25,6875;22,8;72,458333;59;10,5;3,1;
2010-09-18;,2;1010,2;20,175;29;26,070833;24,2;70,458333;55;9,8;2,979167;
2010-09-19;0;1010,1875;21,025;27,6;25,083333;23,9;78,5;64;11,2;3,308333;
2010-09-20;14,8;1009,475;19,779167;27,9;24,379167;21,2;76,666667;57;11,6;3,3625;
2010-09-21;,2;1009,145833;20,291667;28,3;25,375;21,1;73,875;63;11,8;3,529167;
2010-09-22;0;1009,870833;20;28,7;26,033333;24,2;69,583333;60;12,5;3,883333;
2010-09-23;0;1010,108333;19,295833;28,9;25,0375;20,8;71,291667;51;11,8;3,308333;
2010-09-24;,2;1009,9;20,191667;28,2;25,266667;22,4;73,791667;59;9,4;2,804167;
2010-09-25;4,2;1009,5625;20,5125;28,6;25,920833;23,5;72,458333;62;9,6;2,691667;
2010-09-26;0;1008,8125;20,479167;28,7;26,05;24,4;71,833333;57;11,1;3,204167;
2010-09-27;1;1008,129167;20,416667;28,6;25,866667;23,1;72,208333;59;11,2;3,4625;
2010-09-28;2,2;1006,975;21,225;28,4;25,579167;23,2;77,291667;64;8,5;2,358333;
2010-09-29;,2;1007,166667;20,804167;29,3;25,725;21,5;74,875;55;8;1,854167;
2010-09-30;0;1007,5375;20,429167;29,7;26,2375;21,8;71,25;51;8,7;2,266667;
2010-10-01;0;1007,254167;21,325;29,7;26,025;21,7;76;60;7,9;1,770833;
2010-10-02;0;1007,508333;21,616667;30,3;26,875;24,7;73,541667;55;9,7;2,545833;
2010-10-03;,4;1008,029167;20,9625;30;26,579167;24,5;71,791667;54;9,8;3,05;
2010-10-04;0;1009,545833;20,091667;29,7;25,795833;21,8;72,041667;52;12,6;3,2625;
2010-10-05;0;1009,1375;19,358333;29,3;25,254167;21,4;70,875;52;12,3;2,908333;
2010-10-06;0;1008,941667;19,229167;29,6;24,829167;20;72,416667;48;9;2,079167;
2010-10-07;0;1009,841667;19,7625;29,2;26,358333;24,2;67,458333;54;10,3;2,591667;
2010-10-08;,2;1010,833333;20,3125;30,5;26,533333;22,9;69,666667;43;9,9;2,166667;
2010-10-09;0;1010,116667;21,070833;29,7;26,375;23,2;73,041667;58;7,3;1,829167;
2010-10-10;0;1010,05;21,391667;30,2;26,608333;24,5;73,583333;58;8,1;2,316667;
2010-10-11;7,6;1009,404167;21,291667;29,5;26,858333;25;71,791667;58;10,5;3,354167;
2010-10-12;0;1009,420833;21,245833;29,5;26,795833;25,3;71,833333;61;12;3,4125;
2010-10-13;0;1009,9375;20,204167;29,8;26,691667;25;68,125;46;10,9;3,7125;
2010-10-14;,2;1010,075;20,508333;30,2;26,9;24,8;68,583333;45;13,6;3,879167;
2010-10-15;,2;1009,179167;20,195833;29,7;26,645833;25;68,041667;51;13,1;4,183333;
2010-10-16;1,6;1008,695833;20,2;29;26,45;24,1;68,791667;58;11,6;3,645833;
2010-10-17;0;1008,2;21,108333;29,9;26,604167;24,3;71,875;57;9,4;2,945833;
2010-10-18;16;1008,566667;21,425;29,6;26,554167;24,2;73,833333;59;8;2,545833;
2010-10-19;,4;1007,741667;21,808333;29,5;26,729167;25,2;74,666667;62;7,5;2,441667;
2010-10-20;0;1007,595833;21,6;29,6;26,758333;25;73,666667;63;8,6;2,304167;
2010-10-21;0;1007,529167;21,4125;29,5;26,8375;24,7;72,666667;60;7,6;2,095833;
2010-10-22;,2;1006,816667;21,508333;29,9;26,6875;24,6;73,541667;57;7,5;1,866667;
2010-10-23;,4;1006,204167;22,233333;26,8;24,775;22,9;85,875;73;6,1;1,125;
2010-10-24;13,8;1006,245833;21,654167;29;26,479167;23,5;75,041667;63;7,7;2,041667;
2010-10-25;0;1005,558333;20,875;29,2;26,583333;24,9;71,041667;60;7,7;2,170833;
2010-10-26;0;1005,4625;21,091667;29,4;26,895833;25;70,75;59;8,5;2,195833;
2010-10-27;1,8;1005,554167;21,9;29,1;26,4875;24,9;76,083333;65;8;2,254167;
2010-10-28;0;1005,8625;21,675;29,8;27,016667;25,6;72,75;60;7,7;2,233333;
2010-10-29;0;1006,725;21,6375;29,8;27,004167;25,6;72,708333;60;7,9;2,183333;
2010-10-30;,2;1007,9375;20,854167;30,1;26,858333;24,8;70,125;54;8,6;2,270833;
2010-10-31;0;1008,325;21,0375;29,9;26,483333;23,2;72,458333;57;8,3;1,883333;
2010-11-01;,2;1008,9875;21,025;30,7;27,129167;25,1;69,666667;53;9,8;2,6375;
2010-11-02;0;1006,795833;20,629167;30,3;26,958333;24,5;69,041667;52;9,2;2,375;
2010-11-03;0;1006,383333;20,408333;29,6;26,679167;24,7;68,875;57;8;2,125;
2010-11-04;,4;1007,175;21,5;30,1;26,895833;25,1;72,625;60;9,7;2,316667;
2010-11-05;0;1008,233333;21,658333;30,5;27,2375;25,4;71,916667;58;10,4;3,029167;
2010-11-06;,8;1007,733333;21,020833;30,8;26,870833;24;70,916667;48;9;2,416667;
2010-11-07;,4;1007,725;21,966667;30,1;26,891667;24,1;74,791667;60;9;2,275;
2010-11-08;,2;1007,816667;20,716667;30,4;27,195833;25,3;68,041667;55;11,9;3,379167;
2010-11-09;0;1006,095833;18,7375;30;27,008333;25,5;61,166667;46;11,8;4,25;
2010-11-10;0;1006,766667;21,05;30,1;26,370833;23,2;72,958333;55;8,9;2,358333;
2010-11-11;1;1008,679167;21,558333;29,6;26,770833;24,7;73,333333;62;9,9;2,5375;
2010-11-12;0;1008,704167;21,15;30,7;27,275;25,4;69,75;54;10,2;3,125;
2010-11-13;1,8;1007,491667;20,8125;30,5;26,975;23,8;69,708333;49;10,3;3,225;
2010-11-14;0;1006,241667;20,370833;30,2;26,975;25,2;67,625;46;9,1;2,870833;
2010-11-15;0;1007,054167;20,291667;30,2;26,820833;24,4;67,75;53;10,4;2,5875;
2010-11-16;0;1008,004167;19,804167;30,4;26,845833;24,8;65,791667;46;7,6;2,25;
2010-11-17;0;1007,058333;19,808333;30,3;26,775;23,1;66,291667;46;8,5;2,129167;
2010-11-18;0;1005,491667;19,983333;30,5;26,291667;21,9;69,208333;47;9,4;1,875;
2010-11-19;0;1005,483333;21,366667;30;27,116667;25,5;71,208333;59;7,8;2,408333;
2010-11-20;0;1007,4;20,575;30,8;27,35;25,2;67,25;49;8;2,441667;
2010-11-21;0;1007;20,7;30,2;27,225;25,4;67,958333;56;8,7;2,516667;
2010-11-22;0;1005,0375;19,391667;30;26,883333;25,1;63,916667;52;9;2,525;
2010-11-23;0;1003,833333;20,070833;29,5;26,8375;25,1;66,625;57;8,3;2,395833;
2010-11-24;0;1004,658333;20,895833;30,1;27,054167;24,7;69,291667;58;8,2;2,2875;
2010-11-25;0;1006,3875;21,266667;30,4;27,35;25,9;69,666667;57;8,3;2,65;
2010-11-26;0;1006,175;21,166667;30,3;27,191667;25,6;69,916667;54;8,8;2,566667;
2010-11-27;0;1005,6;21,070833;30,3;27,166667;25,1;69,708333;55;8;2,554167;
2010-11-28;,6;1005,7875;21,070833;30,3;27,183333;24,8;69,708333;54;8,3;2,6125;
2010-11-29;0;1007,041667;20,633333;30,8;27,308333;25,7;67,375;54;8,8;2,695833;
2010-11-30;0;1007,008333;20,1125;30,3;27,191667;25,2;65,583333;53;10,9;2,9;
2010-12-01;0;1006,358333;20,883333;30,4;27,3875;25,1;67,791667;56;9,9;2,766667;
2010-12-02;0;1006,5875;20,633333;30,5;27,245833;25,6;67,541667;54;12,7;3,75;
2010-12-03;0;1006,4375;20,066667;30,2;27,008333;25,4;66;51;11,1;3,358333;
2010-12-04;0;1006,295833;21,2;30,3;26,979167;25;70,958333;56;8,6;2,320833;
2010-12-05;0;1006,620833;21,141667;30,7;27,083333;25,2;70,375;55;7,5;2,2125;
2010-12-06;0;1006,716667;21,479167;30,5;27,183333;24,5;71,5;58;8,1;2,266667;
2010-12-07;0;1005,5375;21,225;30,5;27,325;25;69,875;57;7,9;2,141667;
2010-12-08;0;1004,633333;21,554167;30,8;27,475;26,2;70,375;58;8,6;2,583333;
2010-12-09;3;1003,7;21,995833;30,6;27,641667;25;71,666667;60;10,7;3,6125;
2010-12-10;3,2;1004,966667;22,254167;29,9;27,283333;24,1;74,25;65;9,2;2,525;
2010-12-11;,6;1005,241667;22,05;30,6;27,491667;25,8;72,666667;59;7,4;2,108333;
2010-12-12;0;1003,383333;21,525;30,5;27,5;25,8;70,208333;57;8,7;2,545833;
2010-12-13;0;1002,204167;21,070833;30,6;27,375;25,5;68,708333;56;7,6;2,233333;
2010-12-14;,4;1003,4625;20,9625;30,6;27,416667;24,9;68,166667;54;8,8;2,258333;
2010-12-15;0;1005,341667;21,133333;31,3;27,625;25,8;68,041667;52;9,2;2,395833;
2010-12-16;,2;1005,895833;21,616667;30,2;26,820833;26;73,541667;59;10,1;3,004167;
2010-12-17;9,2;1005,095833;21,7875;29,9;25,783333;22,8;79,541667;58;9,4;2,725;
2010-12-18;24,6;1004,629167;21,845833;29,8;25,741667;22,6;80;58;9,9;2,395833;
2010-12-19;0;1005,6;21,666667;29,7;26,995833;24,5;72,958333;62;9,2;2,141667;
2010-12-20;0;1008,125;21,758333;30,5;27,295833;24,1;72,25;58;9,2;2,6875;
2010-12-21;2,6;1007,816667;22,7875;29,7;27,391667;25,7;76,166667;65;9,8;3,004167;
2010-12-22;4,8;1006,891667;22,191667;29,5;26,970833;25;75,458333;62;10,9;3,225;
2010-12-23;0;1005,191667;21,1875;29,9;26,85;23,6;71,541667;58;9,9;2,725;
2010-12-24;0;1005,475;21,995833;30;27,316667;25,5;73;61;7,4;2,033333;
2010-12-25;0;1006,691304;21,5;30,4;27,395652;25,6;70,695652;56;8,4;2,108696;
2010-12-26;0;1006,708333;21,325;30,6;27,3875;24,7;69,875;57;9,2;2,2125;
2010-12-27;0;1005,575;20,0125;30,4;27,0125;23,1;66,25;47;8,5;2,133333;
2010-12-28;0;1004,2;20,158333;30,9;27,1125;23,2;66,583333;45;7,6;2,033333;
2010-12-29;0;1004,008333;20,3875;30,2;26,891667;22,9;68;49;7,4;1,958333;
2010-12-30;0;1003,883333;21,045833;30,1;26,6375;23,7;71,708333;61;8,2;1,825;
2010-12-31;1,2;1004,6125;20,791667;30,1;27,079167;24,4;68,875;54;7,8;1,995833;
2011-01-01;0;1004,7375;21,2625;30,4;27,4875;26;68,958333;54;10,1;2,625;
2011-01-02;1;1003,991667;20,958333;30,6;27,529167;25,7;67,708333;54;9,1;2,6;
2011-01-03;,2;1004,654167;21,154167;31,2;27,441667;24,8;69,083333;52;8,8;2,083333;
2011-01-04;5;1005,175;22,508333;30;26,8875;24,7;77,375;65;9,9;2,479167;
2011-01-05;,2;1006,283333;21,016667;30,9;27,679167;25,8;67,583333;49;10,8;2,933333;
